HGNC Symbol	2019 paper	Ensembl	MGI	2011 paper	Sum
ZFP36L1	true	false	false	false	1
ZMYND11	true	false	false	false	1
ZNF138	true	true	true	false	3
ZNF271P	true	false	false	false	1
ZNF286A	true	false	false	false	1
ZNF322	true	false	false	false	1
ZNF322P1	true	false	false	false	1
ZNF355P	true	false	false	false	1
ZNF492	true	true	true	false	3
ZNF519	true	false	false	false	1
ZNF595	true	true	false	false	2
ZNF638	true	false	false	false	1
ZNF705B	true	false	true	false	2
ZNF705G	true	false	true	false	2
ZNF790	true	true	false	false	2
ZNF843	true	true	true	true	4
ZNF85	true	false	false	false	1
ZNF850	true	false	false	false	1
ZNF962P	true	false	false	false	1
A2ML1	false	true	false	false	1
ABCA10	false	true	true	false	2
ABCC11	false	true	true	false	2
ACP7	false	true	false	false	1
ACSM6	false	true	true	false	2
ACTL8	false	true	true	false	2
ACTN4	false	true	false	false	1
ACTR6	false	true	false	false	1
ACYP1	false	true	false	false	1
ADA2	false	true	true	false	2
ADAM9	false	true	false	false	1
ADAM18	false	true	false	false	1
ADAM19	false	true	false	false	1
ADAM32	false	true	false	false	1
ADGRD2	false	true	true	false	2
ADGRE2	false	true	false	false	1
ADGRE3	false	true	false	false	1
ADIRF	false	true	true	false	2
ADM5	false	true	true	false	2
ADPRHL1	false	true	false	false	1
AGAP4	false	true	false	false	1
AGAP5	false	true	false	false	1
AGAP6	false	true	false	false	1
AGAP9	false	true	false	false	1
AHI1	false	true	false	false	1
AHSP	false	true	false	false	1
AK6	false	true	false	false	1
AKAIN1	false	true	false	false	1
AKAP17A	false	true	false	false	1
AKR1B15	false	true	false	false	1
AKR1C1	false	true	false	false	1
AKR1C2	false	true	false	false	1
AKR1C3	false	true	false	false	1
AKR1C4	false	true	false	false	1
AKR1C8	false	true	true	false	2
AKR7A2	false	true	false	false	1
AKR7A3	false	true	false	false	1
ALG1L	false	true	false	false	1
ALX1	false	true	false	false	1
AMELY	false	true	false	false	1
AMHR2	false	true	false	false	1
AMY1C	false	true	false	false	1
ANHX	false	true	true	false	2
ANK3	false	true	false	false	1
ANKRD7	false	true	false	false	1
ANKRD18A	false	true	false	false	1
ANKRD18B	false	true	false	false	1
ANKRD20A1	false	true	false	false	1
ANKRD26	false	true	false	false	1
ANKRD30B	false	true	true	false	2
ANKRD36	false	true	true	false	2
ANKRD36B	false	true	true	false	2
ANKRD36C	false	true	true	false	2
ANKRD52	false	true	false	false	1
ANKS1B	false	true	false	false	1
ANOS1	false	true	false	false	1
ANXA2R	false	true	false	false	1
APAF1	false	true	false	false	1
APCDD1L	false	true	true	false	2
APELA	false	true	false	false	1
APOBEC3A	false	true	true	false	2
APOBEC3A_B	false	true	true	false	2
APOBEC3B	false	true	false	false	1
APOBEC3C	false	true	true	false	2
APOBEC3D	false	true	false	false	1
APOBEC3F	false	true	false	false	1
APOBEC3G	false	true	true	false	2
APOF	false	true	false	false	1
APOL5	false	true	true	false	2
AQP7B	false	true	true	false	2
AQP10	false	true	true	false	2
ARGFX	false	true	true	false	2
ARHGEF4	false	true	false	false	1
ARMS2	false	true	true	false	2
ARPC1A	false	true	false	false	1
ARSD	false	true	true	false	2
ARSF	false	true	true	false	2
ARSH	false	true	true	false	2
ARSL	false	true	true	false	2
ASMTL	false	true	true	false	2
ATAD2	false	true	false	false	1
ATAD3B	false	true	false	false	1
ATAD3C	false	true	false	false	1
ATF7	false	true	false	false	1
ATP1B4	false	true	false	false	1
ATP5MC1	false	true	false	false	1
ATP5MC2	false	true	false	false	1
ATXN3	false	true	false	false	1
ATXN8	false	true	true	false	2
AZU1	false	true	true	false	2
B4GALT6	false	true	false	false	1
BAGE	false	true	true	false	2
BAGE3	false	true	true	false	2
BAGE4	false	true	true	false	2
BAGE5	false	true	true	false	2
BANF1	false	true	false	false	1
BCAS4	false	true	true	false	2
BCL2L10	false	true	false	false	1
BCLAF1	false	true	false	false	1
BEST4	false	true	true	false	2
BET1	false	true	false	false	1
BEX5	false	true	true	false	2
BIRC8	false	true	false	false	1
BLID	false	true	true	false	2
BLOC1S1	false	true	false	false	1
BMP8A	false	true	false	false	1
BMP8B	false	true	false	false	1
BPY2	false	true	true	false	2
BPY2B	false	true	true	false	2
BPY2C	false	true	true	false	2
BRD3OS	false	true	false	false	1
BTN2A1	false	true	false	false	1
BTN3A2	false	true	false	false	1
BTN3A3	false	true	false	false	1
BTNL3	false	true	false	false	1
BTNL8	false	true	false	false	1
C1GALT1C1	false	true	false	false	1
C1GALT1C1L	false	true	true	false	2
C1orf167	false	true	true	false	2
C1orf226	false	true	false	false	1
C1QTNF8	false	true	true	false	2
C2CD4A	false	true	false	false	1
C2CD4B	false	true	false	false	1
C2orf15	false	true	true	false	2
C2orf50	false	true	false	false	1
C2orf76	false	true	false	false	1
C2orf83	false	true	true	false	2
C3orf56	false	true	false	false	1
C4B_2	false	true	true	false	2
C4BPB	false	true	true	false	2
C5orf38	false	true	true	false	2
C5orf58	false	true	true	false	2
C5orf60	false	true	true	false	2
C6orf52	false	true	true	false	2
C6orf201	false	true	false	false	1
C6orf223	false	true	true	false	2
C7orf33	false	true	true	false	2
C7orf61	false	true	false	false	1
C7orf77	false	true	true	false	2
C8orf86	false	true	true	false	2
C8orf88	false	true	true	false	2
C9orf57	false	true	false	false	1
C9orf92	false	true	true	false	2
C9orf129	false	true	true	false	2
C9orf153	false	true	false	false	1
C10orf126	false	true	true	false	2
C11orf21	false	true	true	false	2
C12orf54	false	true	false	false	1
C12orf73	false	true	false	false	1
C12orf76	false	true	true	false	2
C14orf178	false	true	true	false	2
C16orf82	false	true	true	false	2
C17orf113	false	true	true	false	2
C19orf48	false	true	false	false	1
C19orf54	false	true	false	false	1
C19orf73	false	true	true	false	2
C20orf141	false	true	false	false	1
C22orf31	false	true	true	false	2
C22orf42	false	true	true	false	2
CABCOCO1	false	true	false	false	1
CADPS	false	true	false	false	1
CALCOCO1	false	true	false	false	1
CALML6	false	true	true	false	2
CAMK2D	false	true	false	false	1
CAPN12	false	true	false	false	1
CAPN14	false	true	true	false	2
CAPS	false	true	true	false	2
CARD8	false	true	true	false	2
CARD16	false	true	true	false	2
CARD17	false	true	true	false	2
CARD18	false	true	true	false	2
CASP4	false	true	false	false	1
CASP5	false	true	false	false	1
CASP10	false	true	true	false	2
CASZ1	false	true	false	false	1
CBLL2	false	true	true	false	2
CBX3	false	true	false	false	1
CBX5	false	true	false	false	1
CCDC7	false	true	false	false	1
CCDC63	false	true	false	false	1
CCDC96	false	true	false	false	1
CCDC102B	false	true	true	false	2
CCDC121	false	true	false	false	1
CCDC144A	false	true	true	false	2
CCDC163	false	true	false	false	1
CCDC166	false	true	false	false	1
CCDC179	false	true	false	false	1
CCDC183	false	true	false	false	1
CCDC197	false	true	true	false	2
CCER2	false	true	false	false	1
CCL1	false	true	false	false	1
CCL3L3	false	true	false	false	1
CCL5	false	true	false	false	1
CCL13	false	true	false	false	1
CCL14	false	true	true	false	2
CCL16	false	true	true	false	2
CCL25	false	true	false	false	1
CCL26	false	true	false	false	1
CCNI2	false	true	true	false	2
CCNP	false	true	true	false	2
CCNYL1	false	true	false	false	1
CD1A	false	true	true	false	2
CD1B	false	true	true	false	2
CD1C	false	true	true	false	2
CD1E	false	true	true	false	2
CD58	false	true	true	false	2
CD63	false	true	false	false	1
CD68	false	true	false	false	1
CD99	false	true	false	false	1
CD99L2	false	true	false	false	1
CD163L1	false	true	true	false	2
CD300H	false	true	true	false	2
CDK1	false	true	false	false	1
CDK2	false	true	false	false	1
CDKN2A	false	true	false	false	1
CDRT15	false	true	true	false	2
CDRT15L2	false	true	true	false	2
CDY1	false	true	true	false	2
CDY1B	false	true	true	false	2
CDY2A	false	true	true	false	2
CDY2B	false	true	false	false	1
CEMP1	false	true	true	false	2
CENPVL1	false	true	true	false	2
CENPVL2	false	true	true	false	2
CENPVL3	false	true	true	false	2
CENPX	false	true	false	false	1
CERS1	false	true	false	false	1
CETP	false	true	true	false	2
CFAP47	false	true	false	false	1
CFAP53	false	true	false	false	1
CFH	false	true	false	false	1
CFHR3	false	true	false	false	1
CFHR4	false	true	false	false	1
CFHR5	false	true	true	false	2
CGB1	false	true	false	false	1
CGB2	false	true	false	false	1
CGB3	false	true	true	false	2
CGB5	false	true	true	false	2
CGB7	false	true	false	false	1
CGB8	false	true	false	false	1
CHI3L2	false	true	true	false	2
CHMP4A	false	true	true	false	2
CHST5	false	true	false	false	1
CHST6	false	true	false	false	1
CLC	false	true	true	false	2
CLDN20	false	true	false	false	1
CLDN22	false	true	false	false	1
CLDN24	false	true	false	false	1
CLDN25	false	true	false	false	1
CLEC2A	false	true	true	false	2
CLEC2B	false	true	true	false	2
CLEC17A	false	true	true	false	2
CLEC19A	false	true	true	false	2
CLEC20A	false	true	true	false	2
CLECL1	false	true	true	false	2
CLIC2	false	true	true	false	2
CLPSL1	false	true	true	false	2
CLUL1	false	true	true	false	2
CMC2	false	true	false	false	1
CNGA2	false	true	false	false	1
CNPY2	false	true	false	false	1
CNTNAP5	false	true	false	false	1
COA1	false	true	true	false	2
COL7A1	false	true	false	false	1
COL9A3	false	true	false	false	1
COL10A1	false	true	false	false	1
COL21A1	false	true	true	false	2
COL22A1	false	true	false	false	1
COL24A1	false	true	false	false	1
COPS9	false	true	false	false	1
COPZ1	false	true	false	false	1
COQ8B	false	true	false	false	1
COQ10A	false	true	false	false	1
CPHXL2	false	true	true	false	2
CPO	false	true	true	false	2
CR1L	false	true	false	false	1
CRCT1	false	true	false	false	1
CRYGD	false	true	false	false	1
CS	false	true	false	false	1
CSAG2	false	true	true	false	2
CSAG3	false	true	true	false	2
CSGALNACT1	false	true	false	false	1
CSKMT	false	true	true	false	2
CSNK1A1L	false	true	false	false	1
CST1	false	true	false	false	1
CST2	false	true	false	false	1
CST4	false	true	false	false	1
CST5	false	true	false	false	1
CST9	false	true	false	false	1
CT47A1	false	true	true	false	2
CT47A2	false	true	true	false	2
CT47A3	false	true	true	false	2
CT47A4	false	true	true	false	2
CT47A5	false	true	true	false	2
CT47A6	false	true	true	false	2
CT47A7	false	true	true	false	2
CT47A8	false	true	true	false	2
CT47A9	false	true	true	false	2
CT47A10	false	true	true	false	2
CT47A11	false	true	true	false	2
CT47A12	false	true	true	false	2
CT47B1	false	true	true	false	2
CT55	false	true	false	false	1
CT83	false	true	true	false	2
CTRC	false	true	false	false	1
CTSL	false	true	false	false	1
CTSV	false	true	false	false	1
CTU1	false	true	false	false	1
CUL4B	false	true	false	false	1
CXCL1	false	true	false	false	1
CXCL2	false	true	false	false	1
CXCL3	false	true	false	false	1
CXCL5	false	true	false	false	1
CXCL8	false	true	true	false	2
CXorf51A	false	true	true	false	2
CXorf51B	false	true	true	false	2
CYP2B6	false	true	false	false	1
CYP2C8	false	true	false	false	1
CYP2C9	false	true	false	false	1
CYP2C19	false	true	false	false	1
CYP4Z1	false	true	false	false	1
CYP11B1	false	true	false	false	1
CYP11B2	false	true	false	false	1
CYP27C1	false	true	true	false	2
CYSLTR2	false	true	false	false	1
DAOA	false	true	true	false	2
DBF4B	false	true	true	false	2
DCAF4L1	false	true	false	false	1
DCAF12L1	false	true	false	false	1
DCAF16	false	true	true	false	2
DCANP1	false	true	true	false	2
DCD	false	true	true	false	2
DCDC1	false	true	true	false	2
DDI2	false	true	false	false	1
DDX43	false	true	false	false	1
DDX53	false	true	true	false	2
DDX60L	false	true	true	false	2
DEFB1	false	true	false	false	1
DEFB4A	false	true	true	false	2
DEFB106B	false	true	false	false	1
DEFB112	false	true	true	false	2
DEFB126	false	true	false	false	1
DEPDC4	false	true	true	false	2
DGKA	false	true	false	false	1
DHPS	false	true	false	false	1
DHRS12	false	true	true	false	2
DHRSX	false	true	false	false	1
DIRAS3	false	true	true	false	2
DLGAP1	false	true	false	false	1
DMRTC1	false	true	false	false	1
DNAAF8	false	true	false	false	1
DNAJC14	false	true	false	false	1
DNAJC25	false	true	false	false	1
DNAL4	false	true	false	false	1
DPRX	false	true	true	false	2
DRICH1	false	true	true	false	2
DSC1	false	true	false	false	1
DSC2	false	true	false	false	1
DSC3	false	true	false	false	1
DSG1	false	true	false	false	1
DSG2	false	true	false	false	1
DSG4	false	true	false	false	1
DTNB	false	true	false	false	1
DUSP3	false	true	false	false	1
DUX1	false	true	true	false	2
DUX3	false	true	true	false	2
DUX5	false	true	true	false	2
DUXA	false	true	true	false	2
DUXB	false	true	true	false	2
EBLN1	false	true	true	false	2
EBLN2	false	true	true	false	2
ECH1	false	true	false	false	1
EEF1A1	false	true	false	false	1
EEF1AKMT2	false	true	false	false	1
EIF1	false	true	false	false	1
EIF3K	false	true	false	false	1
ELOA2	false	true	false	false	1
ELSPBP1	false	true	true	false	2
ENOSF1	false	true	true	false	2
ERAP2	false	true	true	false	2
ERBB3	false	true	false	false	1
ERCC6L2	false	true	false	false	1
ERV3-1	false	true	true	false	2
ERVMER34-1	false	true	true	false	2
ERVV-1	false	true	true	false	2
ERVV-2	false	true	true	false	2
ESYT1	false	true	false	false	1
ETDA	false	true	false	false	1
ETDB	false	true	false	false	1
ETDC	false	true	false	false	1
ETV7	false	true	true	false	2
EVPLL	false	true	true	false	2
EXD3	false	true	true	false	2
EYS	false	true	true	false	2
EZHIP	false	true	false	false	1
FAAH2	false	true	true	false	2
FAHD2B	false	true	false	false	1
FAM9A	false	true	true	false	2
FAM9B	false	true	false	false	1
FAM9C	false	true	false	false	1
FAM24A	false	true	false	false	1
FAM24B	false	true	false	false	1
FAM47A	false	true	false	false	1
FAM47B	false	true	true	false	2
FAM47C	false	true	false	false	1
FAM71C	false	true	true	false	2
FAM104B	false	true	true	false	2
FAM111B	false	true	true	false	2
FAM120AOS	false	true	true	false	2
FAM133A	false	true	false	false	1
FAM153B	false	true	true	false	2
FAM169B	false	true	false	false	1
FAM177B	false	true	true	false	2
FAM180B	false	true	true	false	2
FAM200A	false	true	true	false	2
FAM200B	false	true	true	false	2
FAM240C	false	true	true	false	2
FAM241B	false	true	false	false	1
FAM246A	false	true	true	false	2
FAM246B	false	true	true	false	2
FAM246C	false	true	true	false	2
FATE1	false	true	false	false	1
FBN3	false	true	true	false	2
FBXO17	false	true	false	false	1
FBXO27	false	true	false	false	1
FBXW9	false	true	false	false	1
FCAR	false	true	true	false	2
FCF1	false	true	false	false	1
FCGBP	false	true	false	false	1
FCGRT	false	true	false	false	1
FCN2	false	true	false	false	1
FCN3	false	true	true	false	2
FCRL2	false	true	false	false	1
FCRL3	false	true	true	false	2
FCRL6	false	true	false	false	1
FDCSP	false	true	true	false	2
FDXR	false	true	false	false	1
FGA	false	true	false	false	1
FGFBP2	false	true	true	false	2
FIP1L1	false	true	false	false	1
FKBP2	false	true	false	false	1
FLT3LG	false	true	false	false	1
FOLR3	false	true	false	false	1
FOXL2NB	false	true	true	false	2
FOXO3B	false	true	true	false	2
FRG1	false	true	false	false	1
FRMD1	false	true	true	false	2
FTCDNL1	false	true	true	false	2
FTHL17	false	true	false	false	1
FUT2	false	true	false	false	1
FUT3	false	true	true	false	2
FUT5	false	true	true	false	2
FUT6	false	true	true	false	2
FXYD5	false	true	false	false	1
GAB4	false	true	false	false	1
GABRA3	false	true	false	false	1
GABRE	false	true	false	false	1
GABRQ	false	true	false	false	1
GAGE2B	false	true	true	false	2
GAGE2C	false	true	true	false	2
GAGE2D	false	true	true	false	2
GAGE2E	false	true	true	false	2
GAGE4	false	true	true	false	2
GAGE5	false	true	true	false	2
GAGE6	false	true	true	false	2
GAGE7	false	true	true	false	2
GAGE8	false	true	true	false	2
GAGE12B	false	true	true	false	2
GAGE12C	false	true	true	false	2
GAGE12D	false	true	true	false	2
GAGE12F	false	true	true	false	2
GAGE12G	false	true	true	false	2
GAGE12H	false	true	true	false	2
GAGE12I	false	true	true	false	2
GAGE12J	false	true	true	false	2
GAGE13	false	true	true	false	2
GALNT8	false	true	true	false	2
GAS2L3	false	true	false	false	1
GBA3	false	true	true	false	2
GBP1	false	true	false	false	1
GBP3	false	true	false	false	1
GBP4	false	true	false	false	1
GBP7	false	true	false	false	1
GCNA	false	true	true	false	2
GCSAML	false	true	true	false	2
GCSH	false	true	false	false	1
GDF11	false	true	false	false	1
GET1	false	true	false	false	1
GGTA1	false	true	false	false	1
GIMAP2	false	true	true	false	2
GJA9	false	true	true	false	2
GJB7	false	true	true	false	2
GLI4	false	true	true	false	2
GLRX2	false	true	false	false	1
GLS2	false	true	false	false	1
GLUD1	false	true	false	false	1
GLYATL1	false	true	true	false	2
GLYATL1B	false	true	true	false	2
GLYATL2	false	true	true	false	2
GNAQ	false	true	false	false	1
GNG5	false	true	false	false	1
GNG14	false	true	false	false	1
GNLY	false	true	true	false	2
GNRH2	false	true	true	false	2
GOLGA6L1	false	true	true	false	2
GOLGA6L2	false	true	true	false	2
GOLGA6L4	false	true	true	false	2
GOLGA6L6	false	true	true	false	2
GOLGA6L7	false	true	true	false	2
GOLGA6L9	false	true	true	false	2
GOLGA6L19	false	true	true	false	2
GOLGA6L22	false	true	true	false	2
GPALPP1	false	true	false	false	1
GPR32	false	true	true	false	2
GPR34	false	true	false	false	1
GPR50	false	true	false	false	1
GPR78	false	true	true	false	2
GPR84	false	true	false	false	1
GPR132	false	true	false	false	1
GPR148	false	true	true	false	2
GPR150	false	true	false	false	1
GPX5	false	true	false	false	1
GRIA3	false	true	false	false	1
GRK7	false	true	true	false	2
GSDMB	false	true	true	false	2
GSTA1	false	true	false	false	1
GSTA2	false	true	false	false	1
GSTA3	false	true	false	false	1
GSTA4	false	true	true	false	2
GSTM5	false	true	false	false	1
GSTT1	false	true	true	false	2
GTF2H2C_2	false	true	true	false	2
GTSF1	false	true	false	false	1
GUCA1C	false	true	true	false	2
GVQW3	false	true	true	false	2
GYG2	false	true	true	false	2
H2AC6	false	true	false	false	1
H2AC7	false	true	true	false	2
H2AC11	false	true	true	false	2
H2AC12	false	true	true	false	2
H2AC13	false	true	true	false	2
H2AC14	false	true	true	false	2
H2AC15	false	true	true	false	2
H2AC16	false	true	true	false	2
H2AC17	false	true	true	false	2
H2AJ	false	true	false	false	1
H2BC4	false	true	true	false	2
H2BC6	false	true	true	false	2
H2BC9	false	true	false	false	1
H2BC10	false	true	true	false	2
H2BC12	false	true	true	false	2
H2BC12L	false	true	true	false	2
H2BC13	false	true	false	false	1
H2BC15	false	true	false	false	1
H2BC17	false	true	true	false	2
H2BC21	false	true	true	false	2
H2BK1	false	true	true	false	2
H2BU1	false	true	false	false	1
H3-3A	false	true	false	false	1
H3-3B	false	true	false	false	1
H3-4	false	true	true	false	2
H3-7	false	true	true	false	2
H3C1	false	true	true	false	2
H3C2	false	true	true	false	2
H3C4	false	true	false	false	1
H3C6	false	true	true	false	2
H3C7	false	true	false	false	1
H3C10	false	true	true	false	2
H3C11	false	true	true	false	2
H3C12	false	true	true	false	2
H3Y1	false	true	true	false	2
H3Y2	false	true	true	false	2
H4-16	false	true	false	false	1
H4C1	false	true	true	false	2
H4C2	false	true	true	false	2
H4C3	false	true	true	false	2
H4C4	false	true	true	false	2
H4C6	false	true	true	false	2
H4C7	false	true	true	false	2
H4C8	false	true	true	false	2
H4C11	false	true	true	false	2
H4C12	false	true	false	false	1
H4C13	false	true	true	false	2
HBB	false	true	false	false	1
HBD	false	true	false	false	1
HBG1	false	true	false	false	1
HBG2	false	true	false	false	1
HBM	false	true	true	false	2
HCG22	false	true	true	false	2
HEPN1	false	true	true	false	2
HERC5	false	true	true	false	2
HES4	false	true	true	false	2
HHEX	false	true	false	false	1
HHLA2	false	true	true	false	2
HLA-DPA1	false	true	true	false	2
HLA-DPB1	false	true	true	false	2
HLA-DQA1	false	true	false	false	1
HLA-DQA2	false	true	false	false	1
HLA-DQB2	false	true	false	false	1
HLA-DRB3	false	true	true	false	2
HLA-DRB4	false	true	true	false	2
HMGB3	false	true	false	false	1
HMGN2	false	true	false	false	1
HMGN4	false	true	true	false	2
HMHB1	false	true	true	false	2
HMSD	false	true	true	false	2
HNRNPA1	false	true	false	false	1
HNRNPA1L2	false	true	false	false	1
HNRNPA1L3	false	true	true	false	2
HNRNPC	false	true	false	false	1
HNRNPL	false	true	false	false	1
HOXC4	false	true	false	false	1
HOXC5	false	true	false	false	1
HOXC6	false	true	false	false	1
HOXC8	false	true	false	false	1
HOXC9	false	true	false	false	1
HOXC10	false	true	false	false	1
HOXC11	false	true	false	false	1
HOXC12	false	true	false	false	1
HOXC13	false	true	false	false	1
HRURF	false	true	true	false	2
HSD11B1L	false	true	true	false	2
HSFX1	false	true	true	false	2
HSFX2	false	true	true	false	2
HSFX3	false	true	true	false	2
HSFX4	false	true	true	false	2
HSP90AA1	false	true	false	false	1
HSPA6	false	true	true	false	2
HSPE1	false	true	false	false	1
HTN1	false	true	true	false	2
HTN3	false	true	true	false	2
HTR1D	false	true	false	false	1
HTR1E	false	true	true	false	2
HTR3C	false	true	true	false	2
HTR3D	false	true	true	false	2
HTRA4	false	true	false	false	1
ICAM3	false	true	true	false	2
IDO1	false	true	false	false	1
IDO2	false	true	false	false	1
IFI6	false	true	true	false	2
IFI27	false	true	false	false	1
IFI27L1	false	true	false	false	1
IFI27L2	false	true	false	false	1
IFIT1	false	true	false	false	1
IFIT5	false	true	true	false	2
IFITM2	false	true	false	false	1
IFITM3	false	true	false	false	1
IFNL4	false	true	true	false	2
IFNW1	false	true	false	false	1
IGFL1	false	true	true	false	2
IGFL2	false	true	false	false	1
IGFL3	false	true	false	false	1
IGH	false	true	true	false	2
IGK	false	true	true	false	2
IGL	false	true	true	false	2
IGSF5	false	true	false	false	1
IGSF22	false	true	true	false	2
IKBIP	false	true	false	false	1
IKZF2	false	true	false	false	1
IKZF4	false	true	false	false	1
IL3RA	false	true	false	false	1
IL17REL	false	true	true	false	2
IL23A	false	true	false	false	1
IL32	false	true	true	false	2
IL37	false	true	true	false	2
INSL4	false	true	false	false	1
INTS10	false	true	false	false	1
IQCE	false	true	false	false	1
IQCF2	false	true	true	false	2
IQCF3	false	true	true	false	2
ISCU	false	true	false	false	1
ITGA5	false	true	false	false	1
ITGA7	false	true	false	false	1
ITIH6	false	true	true	false	2
ITLN2	false	true	false	false	1
ITPKC	false	true	false	false	1
IVL	false	true	false	false	1
JAML	false	true	false	false	1
KAAG1	false	true	true	false	2
KCNB2	false	true	false	false	1
KCNK17	false	true	true	false	2
KDM4E	false	true	false	false	1
KIAA0754	false	true	false	false	1
KIAA1107	false	true	true	false	2
KIAA1586	false	true	true	false	2
KIF4B	false	true	false	false	1
KIF16B	false	true	false	false	1
KIF25	false	true	true	false	2
KIR2DL2	false	true	true	false	2
KIR2DL5A	false	true	true	false	2
KIR2DL5B	false	true	true	false	2
KIR2DS1	false	true	true	false	2
KIR2DS2	false	true	true	false	2
KIR2DS3	false	true	true	false	2
KIR2DS5	false	true	true	false	2
KIR3DS1	false	true	true	false	2
KLK2	false	true	false	false	1
KLK3	false	true	false	false	1
KLK10	false	true	false	false	1
KLK11	false	true	false	false	1
KLK12	false	true	false	false	1
KLK13	false	true	false	false	1
KLK14	false	true	false	false	1
KLLN	false	true	true	false	2
KLRF1	false	true	true	false	2
KLRF2	false	true	true	false	2
KPNA5	false	true	true	false	2
KRBA2	false	true	true	false	2
KRBOX5	false	true	true	false	2
KRT3	false	true	true	false	2
KRT13	false	true	false	false	1
KRT31	false	true	false	false	1
KRT33B	false	true	false	false	1
KRT37	false	true	true	false	2
KRT38	false	true	true	false	2
KRT74	false	true	false	false	1
KRT81	false	true	false	false	1
KRT83	false	true	false	false	1
KRT86	false	true	false	false	1
KRTAP3-2	false	true	false	false	1
KRTAP3-3	false	true	false	false	1
KRTAP5-1	false	true	true	false	2
KRTAP5-3	false	true	true	false	2
KRTAP5-4	false	true	false	false	1
KRTAP5-7	false	true	true	false	2
KRTAP5-9	false	true	true	false	2
KRTAP5-10	false	true	true	false	2
KRTAP5-11	false	true	true	false	2
KRTAP6-1	false	true	false	false	1
KRTAP6-2	false	true	false	false	1
KRTAP6-3	false	true	true	false	2
KRTAP10-1	false	true	false	false	1
KRTAP10-2	false	true	false	false	1
KRTAP10-3	false	true	false	false	1
KRTAP10-5	false	true	false	false	1
KRTAP10-7	false	true	false	false	1
KRTAP10-8	false	true	false	false	1
KRTAP10-10	false	true	false	false	1
KRTAP10-12	false	true	false	false	1
KRTAP12-1	false	true	false	false	1
KRTAP12-2	false	true	false	false	1
KRTAP12-3	false	true	false	false	1
KRTAP12-4	false	true	false	false	1
KRTAP17-1	false	true	false	false	1
KRTAP19-1	false	true	false	false	1
KRTAP19-2	false	true	true	false	2
KRTAP19-3	false	true	false	false	1
KRTAP19-4	false	true	false	false	1
KRTAP19-5	false	true	false	false	1
KRTAP19-6	false	true	false	false	1
KRTAP19-7	false	true	false	false	1
KRTAP19-8	false	true	false	false	1
KRTAP20-1	false	true	false	false	1
KRTAP20-2	false	true	false	false	1
KRTAP20-3	false	true	true	false	2
KRTAP20-4	false	true	true	false	2
KRTAP21-1	false	true	true	false	2
KRTAP21-2	false	true	true	false	2
KRTAP21-3	false	true	true	false	2
KRTAP22-1	false	true	true	false	2
KRTAP22-2	false	true	true	false	2
KRTAP23-1	false	true	true	false	2
KRTAP25-1	false	true	true	false	2
KXD1	false	true	false	false	1
L3MBTL1	false	true	false	false	1
LACRT	false	true	true	false	2
LAIR1	false	true	false	false	1
LAIR2	false	true	false	false	1
LAMB4	false	true	true	false	2
LAMP2	false	true	false	false	1
LAMP3	false	true	false	false	1
LANCL1	false	true	false	false	1
LBHD2	false	true	false	false	1
LCE1A	false	true	false	false	1
LCE1B	false	true	false	false	1
LCE1C	false	true	false	false	1
LCE1D	false	true	false	false	1
LCE1E	false	true	false	false	1
LCE1F	false	true	true	false	2
LCE2A	false	true	false	false	1
LCE2B	false	true	false	false	1
LCE2C	false	true	false	false	1
LCE2D	false	true	false	false	1
LCE3A	false	true	true	false	2
LCE3B	false	true	false	false	1
LCE3C	false	true	false	false	1
LCE3D	false	true	false	false	1
LCE3E	false	true	false	false	1
LCE4A	false	true	true	false	2
LCE6A	false	true	false	false	1
LCE7A	false	true	true	false	2
LCN1	false	true	false	false	1
LCN15	false	true	false	false	1
LCNL1	false	true	true	false	2
LDHAL6A	false	true	true	false	2
LEUTX	false	true	true	false	2
LGALS4	false	true	false	false	1
LGALS7	false	true	false	false	1
LGALS7B	false	true	false	false	1
LGALS9	false	true	false	false	1
LGALS9C	false	true	false	false	1
LHB	false	true	false	false	1
LILRA1	false	true	false	false	1
LILRA2	false	true	false	false	1
LILRA3	false	true	true	false	2
LILRA4	false	true	false	false	1
LILRA5	false	true	false	false	1
LILRA6	false	true	true	false	2
LILRB1	false	true	false	false	1
LILRB2	false	true	false	false	1
LILRB5	false	true	false	false	1
LIMS1	false	true	false	false	1
LIPJ	false	true	true	false	2
LORICRIN	false	true	false	false	1
LPA	false	true	false	false	1
LPL	false	true	false	false	1
LRP5L	false	true	true	false	2
LRRC29	false	true	false	false	1
LRRC51	false	true	true	false	2
LRRC53	false	true	true	false	2
LRRC70	false	true	true	false	2
LRRC72	false	true	false	false	1
LRRIQ1	false	true	false	false	1
LTB4R	false	true	false	false	1
LTC4S	false	true	false	false	1
LUZP4	false	true	true	false	2
LUZP6	false	true	true	false	2
MAGEA1	false	true	false	false	1
MAGEA2	false	true	true	false	2
MAGEA2B	false	true	true	false	2
MAGEA4	false	true	false	false	1
MAGEA6	false	true	false	false	1
MAGEA8	false	true	false	false	1
MAGEA9	false	true	true	false	2
MAGEA9B	false	true	true	false	2
MAGEA11	false	true	false	false	1
MAGEA12	false	true	false	false	1
MAGEB1	false	true	false	false	1
MAGEB3	false	true	true	false	2
MAGEB4	false	true	false	false	1
MAGEB10	false	true	true	false	2
MAGEB17	false	true	true	false	2
MAGEC1	false	true	true	false	2
